Topic,Count,Name,CustomName,Representation,OpenAI,Representative_Docs
92,689,92_wasserstoffwirtschaft_wasserstoffstrategie_wasserstofftechnologie_wasserstoff,Wasserstoffstrategien und -technologien,"['wasserstoffwirtschaft', 'wasserstoffstrategie', 'wasserstofftechnologie', 'wasserstoff', 'wasserstoffs', 'wasserstoffnetz', 'kraftstoffe', 'wasserstoffhochlauf', 'wasserstoffkernnetz', 'gas']",['Wasserstoffstrategie und Klimaschutz'],"['Wasserstoff muss aufwendig mit viel Energie hergestellt werden. Will man es richtig machen, muss man diesen Wasserstoff aus regenerativen Energien herstellen; Stichwort „Grüner Wasserstoff“. Dieser ist aber unbegrenzt noch nicht verfügbar. Man kann also nur so viel verwenden, wie auch tatsächlich hergestellt wird. Für den Grünen Wasserstoff wäre die Schwerindustrie, die energieintensiv ist, ein viel wichtigerer Abnehmer als der automobile Straßenverkehr.', 'Die Produktion von türkisem Wasserstoff wird von weiten Teilen von Ihnen nicht gewünscht. Biogener Wasserstoff ist zu billig, passt auch nicht in die\r\n                    All-electric-Agenda des Noch-Staatssekretärs. Und pinken Wasserstoff mittels Kernenergie werden wir wohl auch so handhaben, dass wir diesen Wasserstoff genauso\r\n                    wie Atomstrom zukünftig aus den Nachbarländern importieren.', 'Oder das Beispiel Wasserstoff. Setzen Sie darauf, dass wir in Zukunft unsere Heizung mit Wasserstoff betreiben können? Mit grünem Wasserstoff? Wie teuer wird das für die Haushalte?']"
93,679,93_grundsteuer_grunderwerbsteuer_grundsteuerreform_steuer,Grund- und Grunderwerbsteuerrecht,"['grundsteuer', 'grunderwerbsteuer', 'grundsteuerreform', 'steuer', 'steuern', 'wohneigentum', 'hebesatzrecht', 'grundstücke', 'grundstück', 'gesetz']",['Grundsteuer und Grunderwerbsteuer-Reform'],"['Um was geht es eigentlich bei der Formulierung „Missbrauch durch Share Deals“? Zunächst ist festzuhalten, dass Anteilsverkäufe bei Unternehmenstransaktionen, im Englischen „share deals“, ganz normale Vorgänge in der Wirtschaft sind. Bei der Grunderwerbsteuer, die normalerweise an den Grundstückskauf anknüpft, gibt es im Gesetz einen Ergänzungstatbestand, der besagt: Wenn 95\xa0Prozent der Anteile unmittelbar oder mittelbar innerhalb von fünf Jahren an einen neuen Anteilseigner übergehen, dann wird eben noch mal Grunderwerbsteuer fällig. Aber zunächst muss man erwähnen\xa0– das hat keiner der Kritiker getan\xa0–, dass beim Kauf eines Grundstücks bereits Grunderwerbsteuer gezahlt wird. Dieser Ergänzungstatbestand ist also eine zweite, eine neue Besteuerung in Form der Grunderwerbsteuer bei einem Anteilsverkauf mittels Share Deals.', 'Gegen diese Überwälzung der Grundsteuer spricht nicht nur die ohnehin hohe Belastung der Mieterinnen und Mieter. Wenn, wie im Modell des Bundesfinanzministers, die Miethöhe in die Berechnung der Grundsteuer einbezogen wird, dann zieht eine Mieterhöhung auch gleich noch eine Nebenkostenerhöhung wegen gestiegener Grundsteuer nach sich. Herr Innenminister\xa0– er ist dafür zuständig\xa0–, ändern Sie die Betriebskostenverordnung! Schaffen Sie die Umlagefähigkeit der Grundsteuer auf die Mieten ab!', 'Mein letzter Punkt ist die Grundsteuer\xa0C und die Grundsteuer\xa0W. Die Grundsteuer\xa0C ist in diesem Gesetzespaket enthalten. Die Grundsteuer\xa0W wie „Wind“ wird in einem weiteren Gesetzespaket kommen. Ich glaube, beide sind nicht verpflichtend angelegt und sind damit ein Beitrag zur Stärkung der kommunalen Selbstverwaltung.']"
94,679,94_arbeitszeitgesetzes_arbeitszeitgesetz_arbeitszeitrichtlinie_arbeitszeit,Arbeitszeitregelungen und Arbeitszeiterfassung,"['arbeitszeitgesetzes', 'arbeitszeitgesetz', 'arbeitszeitrichtlinie', 'arbeitszeit', 'arbeitszeiten', 'überstunden', 'stunden', 'arbeitszeiterfassung', 'vertrauensarbeitszeit', 'arbeitsschutz']",['Arbeitszeitregelungen und -dokumentation'],"['Die Union geht in ihrem Antrag aber von einem anderen Verständnis von Vertrauensarbeitszeit aus. Für die Union scheint Vertrauensarbeitszeit zu bedeuten, dass die Dauer der Arbeitszeit keine Rolle spielt. Von daher muss man sie auch nicht erfassen. Dann reden wir aber nicht über Arbeitnehmer mit Vertrauensarbeitszeit, sondern über Selbstständige, die nach ihrem Arbeitswerk und nicht nach Stunden bezahlt werden.', 'Das Arbeitszeitgesetz ist ein Arbeitsschutzgesetz. Deshalb werden wir uns weiter für eine komplette Erfassung der Arbeitszeit einsetzen.', 'Vielen Dank, Frau Präsidentin.\xa0– Herr Minister, es wird immer und immer wieder über die Vertrauensarbeitszeit geredet, wenn es darum geht, dass wir\r\n                    ein Gesetz zur Dokumentation der Arbeitszeit vorlegen. Es wird immer so getan, als würden sich Vertrauensarbeitszeit und Dokumentation ausschließen. Ich sehe es\r\n                    so, dass die Arbeitszeit dokumentiert werden kann und die Beschäftigten trotzdem selber entscheiden\xa0– wie sie es mit ihrem Arbeitgeber ausgemacht haben\xa0–, wann\r\n                    gearbeitet wird. Aber heute, wie auch vor zehn Jahren, muss natürlich immer das Arbeitszeitgesetz mit Höchstarbeitszeiten, mit Ruhezeiten etc. eingehalten\r\n                    werden.']"
95,678,95_spd_sozialdemokraten_partei_bundestagsfraktion,SPD-Fraktion und Regierungspolitik,"['spd', 'sozialdemokraten', 'partei', 'bundestagsfraktion', 'koalitionspartner', 'fraktion', 'doch', 'so', 'aber', 'jetzt']",['SPD-internes Handeln und Positionen'],"['Und das, meine Damen und Herren, ist mit der SPD nicht zu machen.', 'Das ist mit der SPD nicht zu machen.', '–\xa0Da kann jetzt auch die SPD klatschen.']"
96,662,96_netzwerkdurchsetzungsgesetzes_netzwerkdurchsetzungsgesetz_netzdg_netz,Netzwerkdurchsetzungsgesetz und Meinungsfreiheit,"['netzwerkdurchsetzungsgesetzes', 'netzwerkdurchsetzungsgesetz', 'netzdg', 'netz', 'netzwerke', 'netzwerk', 'gesetz', 'internet', 'netzwerken', 'hasskriminalität']",['NetzDG und Online-Hasskriminalität'],"['Heute hat Frau Ministerin Lambrecht gesagt, sie arbeite jetzt an einer neuen Fassung des NetzDG. Sie hat unter anderem gesagt\xa0– Zitat\xa0–, das NetzDG habe sich bewährt, grundsätzlich bewährt. Ehrlich gesagt, meine Damen und Herren, macht mich das ein wenig fassungslos. Fragen Sie doch mal herum, wie es aussieht mit Hass und Hetze im Internet in den letzten drei Jahren. Sind denn Hass und Hetze wirklich weniger geworden in der letzten Zeit? Das wäre ja die Voraussetzung, um zu behaupten, das NetzDG habe sich bewährt. Ich finde jedenfalls, das ist nicht der Fall, meine Damen und Herren. Nein.', 'Frau Präsidentin! Meine Damen und Herren! Wir als Linke wollen das Netzwerkdurchsetzungsgesetz, kurz NetzDG, teilweise aufheben. Einen Gesetzentwurf dazu haben wir vor exakt zwei Jahren eingebracht. Aber seit vielen Monaten verhindern CDU/CSU und SPD, dass wir über Gesetzentwürfe zum NetzDG im Rechtsausschuss abstimmen.', 'Wir haben in dieser Woche auch über das NetzDG gesprochen. Eine Erfolgsgeschichte,']"
97,660,97_waldbewirtschaftung_waldschutz_waldumbau_waldflächen,Waldpolitik und Klimaschutz,"['waldbewirtschaftung', 'waldschutz', 'waldumbau', 'waldflächen', 'waldbesitzenden', 'wald', 'wälder', 'waldes', 'waldbesitzer', 'waldfläche']",['Waldschutz und Waldbewirtschaftung'],"['Wir haben auch\xa0– es ist schon mehrmals erwähnt worden\xa0– zusätzliche Finanzmittel bereitgestellt, um den Waldumbau zu gestalten, um den Waldumbau klimaschutzgerecht zu machen und um eine Zukunft für den deutschen Wald zu haben. Aber, meine sehr verehrten Damen und Herren, das funktioniert auch nur, wenn wir Menschen haben, die bereit sind, im Wald etwas zu tun, im Wald zu arbeiten, und die nicht nur hier kluge Worte sagen. Deshalb gilt mein ganz besonderer Dank all den Menschen, die täglich im Wald arbeiten, die beratend unterwegs sind und die mit der Motorsäge, mit der Pflanzaxt draußen im Wald arbeiten. Ihnen gilt unser Dank.', 'Ja, aber Wald ist eben nicht gleich Wald. Gucken wir uns die Wälder doch an. Das sind zum Teil Monokulturen, wo einzelne Bäume stehen, unter denen nichts wächst. Wenn man sich jetzt in Deutschland die Nadelhölzer anguckt, dann sieht man, dass sie überall wegen der Trockenheit wegsterben. Also gehen wir doch einmal in die richtige Diskussion. Ja, wir wollen den Wald. Und ich bin auch nicht dagegen, dass wir den Wald auch teilweise nutzen, aber wir brauchen auch Wälder und Moore, die unberührt sind und wirklichen Klimaschutz leisten. Dann haben wir einen Fortschritt.', 'Es ist richtig, dass ein bewirtschafteter Wald einen höheren CO2-Speichereffekt haben kann als ein unbewirtschafteter Wald.']"
98,657,98_intelligenz_technologie_technologien_künstlichen,Künstliche Intelligenz und Technologien,"['intelligenz', 'technologie', 'technologien', 'künstlichen', 'künstliche', 'ai', 'zukunft', 'künstlicher', 'ki', 'algorithmen']",['Künstliche Intelligenz und Regulierung'],"['Im Grunde ist es aber genau das nicht, was wir mit der künstlichen Intelligenz verfolgen. Es geht nicht darum, dass KI den Menschen ersetzt, sondern in unserer Strategie geht es darum, dass KI den Menschen ergänzt, die Fähigkeiten erweitert, dass die KI assistiert. Dass die künstliche Intelligenz ein Riesenpotenzial zur Veränderung im Arbeitsalltag und auch in der Wirtschaft beiträgt, sehen wir an allen Ecken und Enden. Wir haben Studien, dass das Bruttoinlandsprodukt bis 2030 allein durch den Einsatz von künstlicher Intelligenz um über 11\xa0Prozent ansteigen wird, 430\xa0Milliarden Euro. Das allein ist ein wichtiger Grund, warum wir die künstliche Intelligenz in der Strategie, in der Arbeit der Bundesregierung und unserer Fraktion in den Mittelpunkt stellen. Und wichtig ist dabei: Technologischer Fortschritt ist nie Selbstzweck, sondern muss der Gesellschaft immer einen Fortschritt und eine positive Veränderung bringen.', 'Uns bietet sich in der Forschung und Entwicklung auch eine große Chance im Bereich der KI, künstliche Intelligenz, die Technologie der Zukunft. Die kann uns nämlich nicht nur verraten, wofür Deutschland bekannt ist. Nein, die kann noch viel mehr: KI kann uns neue Technologien, Investitionen und einen enormen Produktivitätsschub geben und wird bereits jetzt in einigen großen Unternehmen genau dafür eingesetzt. Aber auch der Mittelstand hat hier enormes Potenzial. Mit der KI-Verordnung der Europäischen Union schaffen wir zudem Rechtssicherheit und eine ausgewogene Regulierung von KI, also die Grundlage für „KI made in Europe“.', 'Meine Frage: Welchen spezifischen Zusammenhang sieht die Bundesregierung zwischen den Themen KI, also künstliche Intelligenz, einerseits und Inklusion und Geschlechtergleichheit andererseits, und werden diese Zusammenhänge auch Schwerpunkte in der angekündigten Enquete-Kommission zur künstlichen Intelligenz sein?']"
99,640,99_stiftungen_demokratieförderung_stiftungsrat_stiftung,Politische Stiftungen und Demokratieförderung,"['stiftungen', 'demokratieförderung', 'stiftungsrat', 'stiftung', 'demokratiefördergesetz', 'gemeinnützigen', 'gemeinnützigkeit', 'organisationen', 'parteinahe', 'gefördert']",['Demokratieförderung und politische Stiftungen'],"['Und bei den parteinahen Stiftungen sieht es kaum besser aus. Gleich drei verschiedene Ressorts haben die sechs politischen Stiftungen Ihrer Parteien', 'Es ist gut, dass wir mit der Friedrich-Ebert-Stiftung, der Konrad-Adenauer-Stiftung, der Heinrich-Böll-Stiftung, der Friedrich-Naumann-Stiftung, der Hanns-Seidel-Stiftung und der Rosa-Luxemburg-Stiftung politische Stiftungen haben, die mit viel Herz und mit vielen spannenden Angeboten für unsere freiheitlich-demokratische Grundordnung werben und politische Bildungsarbeit in Deutschland leisten.', 'Es ist auch gut, dass wir die Mittel der politischen Stiftungen aufgestockt haben; nicht von allen politischen Stiftungen. Die Stiftungen, die ich kenne\xa0– die Friedrich-Ebert-Stiftung, die Hanns-Seidel-Stiftung, die Konrad-Adenauer-Stiftung, die Stiftungen von der FDP, von den Grünen und von den Linken\xa0–,']"
100,639,100_irak_iraks_irakische_irakischen,Deutsche Militärintervention im Irak,"['irak', 'iraks', 'irakische', 'irakischen', 'militärisch', 'bagdad', 'bundesregierung', 'bundeswehr', 'iran', 'streitkräfte']",['Militärische Unterstützung im Irak'],"['Sehr geehrte Frau Präsidentin! Sehr geehrte Frau Ministerin Lambrecht! Sehr geehrte Frau Wehrbeauftragte Högl! Sehr geehrte Abgeordnete! Sehr geehrte Damen und Herren auf den Tribünen! Man könnte leicht auf die Idee kommen, die Terrororganisation IS sei Geschichte. Schließlich liest man auch noch kaum etwas von ihr in den großen Medien\xa0– aus den Augen, aus dem Sinn. Die Realität ist freilich eine andere: Der IS stellt nach wie vor eine erhebliche Bedrohung dar, vor allem für die Sicherheit der Menschen im Irak. Das angebliche Kalifat ist zwar zerschlagen, größere Gebiete beherrscht der IS im Irak und in Syrien nicht mehr\xa0– das stimmt\xa0–; aber an bestimmten Orten und in einzelnen Zellen sind diese Dschihadisten sehr wohl noch aktiv. Nachhaltig eingedämmt oder gar endgültig besiegt ist der IS keinesfalls. Das Morden geht weiter. Es werden Terroranschläge im Irak, in der autonomen kurdischen Region, in Syrien und darüber hinaus verrichtet.', 'Das Engagement der Bundeswehr im Irak steht auf zwei Säulen: erstens der Ertüchtigung der irakischen Streit- und Sicherheitskräfte, zweitens dem Kampf gegen den IS. Wie die Evaluation des deutschen Engagements im Irak zeigt, ist eine Fortsetzung zentral, um das bisher Erreichte zu konsolidieren. Der Einsatz hat somit ein klares Ziel. Er entspricht dem vernetzten Ansatz der Bundesregierung und steht im Einklang mit ihren entwicklungspolitischen und humanitären Maßnahmen. Das Ziel lautet, den Irak zu stabilisieren. Für die Unterstützung der Streitkräfte stellt die Bundeswehr unter anderem Spezialfähigkeit zur Verfügung, wie das Betanken von Flugzeugen in der Luft. Bis zum heutigen Tag hat sie dies mehr als 9\xa0000‑mal im Rahmen des Anti-IS-Mandats getan.', 'Meine Damen und Herren, ein Land, das als ein Schlüsselfaktor für die Stabilität in der Region gilt, ist der Irak. Wir haben in den letzten Jahren viel erreicht beim Kampf gegen den IS, bei der Ausbildung irakischer Sicherheitskräfte und beim Wiederaufbau des Landes. Gut, dass wir letzten Oktober im Bundestag beschlossen haben, das Anti-IS-Mandat zu verlängern; denn weiterhin steht der Irak vor großen Herausforderungen. Natürlich gilt es, ein Wiedererstarken des IS zu verhindern.']"
101,637,101_fachkräfteeinwanderungsgesetz_fachkräfteeinwanderungsgesetzes_fachkräftezuwanderungsgesetz_fachkräfteeinwanderung,Fachkräfteeinwanderungsgesetz und Arbeitsmigration,"['fachkräfteeinwanderungsgesetz', 'fachkräfteeinwanderungsgesetzes', 'fachkräftezuwanderungsgesetz', 'fachkräfteeinwanderung', 'einwanderungsgesetz', 'fachkräftezuwanderung', 'einwanderungsrecht', 'arbeitsmigration', 'fachkräftemangel', 'einwanderung']",['Fachkräfteeinwanderungsgesetz und Arbeitsmigration'],"['In der Tat muss auch die Bundesagentur für Arbeit, die seit Jahren in einem Transformationsprozess, einem erfreulich guten Transformationsprozess, ist, noch fitter werden für diese Aufgaben. Zum Beispiel: Der Arbeitgeberservice wird gerade in Zeiten, in denen Fachkräfte gesucht werden, zunehmend die Aufgabe übernehmen müssen, auch die Betriebe zu beraten, wie man zu guten Fachkräften kommt. Oder: Das neue Fachkräfteeinwanderungsgesetz ist am 1.\xa0März in Kraft getreten. Deswegen brauchen wir jetzt einen Prozess des Aufbaus eines neuen Geschäftsbereichs „Internationales“ bei der Bundesagentur für Arbeit, der uns hilft, dieses Fachkräfteeinwanderungsgesetz tatsächlich wirksam werden zu lassen. Ich bin übrigens erstaunt, dass ausgerechnet der Bundesrechnungshof an dem Aufbau des Geschäftsbereichs „Internationales“ Kritik übt. Ich bin im Gegensatz dazu der Auffassung: Wir müssen noch schneller und mit noch mehr Personal das internationale Geschäft der Bundesagentur für Arbeit stärken, wenn das Fachkräfteeinwanderungsgesetz ein Erfolg werden soll.', 'Für die Union ist dabei wichtig: Bei einem Einwanderungsgesetz für Fachkräfte darf der Schwerpunkt nicht auf mittelfristigen Potenzialen liegen. Er muss vielmehr auf der konkreten Qualifikation der Menschen liegen, die nach Deutschland kommen; denn wir brauchen echte Fachkräfte und nicht potenzielle Fachkräfte und schon gar keine Geringqualifizierten, deren Arbeitsplätze beim nächsten Konjunkturabschwung gefährdet sind. Es wird bei den Arbeitskräften aus Drittstaaten allerdings nicht ganz unproblematisch sein, geeignete Fachkräfte zu finden; denn in vielen außereuropäischen Ländern gibt es keine formale Ausbildung, und das macht dann den Nachweis der Qualifikation schwierig. Gerade Handwerker lernen ihren Beruf dort meist nach dem Prinzip Learning by Doing. Gleichwohl stellen wir beim Fachkräfteeinwanderungsgesetz auf die Qualifikation der Bewerber ab. Das ist der rote Faden, der sich durch das gesamte Gesetz zieht. Im Einzelnen regeln wir Folgendes:', 'Vielen Dank, Herr Präsident.\xa0– Sehr geehrter Herr Dr.\xa0Middelberg, Sie sprachen eingangs davon, dass Sie sich eingesetzt hätten für ein Fachkräfteeinwanderungsgesetz, das das Ergebnis einer langen Debatte gewesen sei, und dass dieses Fachkräfteeinwanderungsgesetz gezielt Fachkräfte anwerben möchte für unseren Arbeitsmarkt. Was Sie nicht gesagt haben, ist, dass das Fachkräfteeinwanderungsgesetz auch Menschen anwirbt, die hier eine Berufsausbildung machen sollen. Meines Erachtens sind das keine Fachkräfte, sondern höchstens Ausbildungssuchende. Aber das war nur eine kleine korrigierende Anmerkung zu Ihrem Beitrag.']"
